"","day","mo","temp","dewp","wdsp","NUM_COLLISIONS"
"717",4,6,77.7,62.1,3.4,0.840909090909091
"718",5,6,83.4,62.7,5.6,0.837121212121212
"719",6,6,74.9,62,3,0.852272727272727
"720",7,6,71.8,50.5,3.7,0.965909090909091
"721",2,6,70.4,46.6,4.7,0.703282828282828
"722",1,6,69.8,53.2,1.5,0.602272727272727
"723",3,6,71.8,54.4,2.4,0.813131313131313
"724",4,6,73.1,57.9,3.8,0.797979797979798
"725",5,6,75.4,65.8,5,0.815656565656566
"726",6,6,76.6,67.6,3.4,0.845959595959596
"727",7,6,75.1,60.6,3.4,0.833333333333333
"728",2,6,74.5,54.8,2.5,0.771464646464647
"729",1,6,74.4,56.2,2.1,0.678030303030303
"730",3,6,75.7,59.1,2.2,0.77020202020202
"731",4,7,79.1,66.8,3.9,0.777777777777778
"732",5,7,81.3,69.4,3.5,0.830808080808081
"733",6,7,77.3,71.8,2,0.934343434343434
"734",7,7,70.4,65.9,3.7,0.454545454545455
"735",2,7,71.4,49.1,6.7,0.637626262626263
"736",1,7,76,52.5,4.1,0.569444444444444
"737",3,7,79.8,61.8,4.8,0.775252525252525
"738",4,7,81.4,66.6,4.1,0.75
"739",5,7,78.8,65,4.9,0.718434343434343
"740",6,7,75.4,62.1,2.9,0.737373737373737
"741",7,7,76.8,58.4,3.5,0.810606060606061
"742",2,7,76.2,60.5,2.1,0.694444444444444
"743",1,7,75.8,65.2,4.3,0.554292929292929
"744",3,7,75.7,70.8,3,0.715909090909091
"745",4,7,75.3,72,2.8,0.741161616161616
"746",5,7,73.3,64.9,2.5,0.695707070707071
"747",6,7,73.6,54.8,3.5,0.741161616161616
"748",7,7,73.4,52.8,3.6,0.787878787878788
"749",2,7,72.2,51.3,4.5,0.606060606060606
"750",1,7,71.9,58.5,5.4,0.569444444444444
"751",3,7,73.9,60.3,1.6,0.703282828282828
"752",4,7,77,63.5,2.3,0.741161616161616
"753",5,7,79.7,66.9,4.8,0.746212121212121
"754",6,7,75.1,63.6,4.4,0.680555555555556
"755",7,7,73.7,53.4,3.5,0.82449494949495
"756",2,7,73.9,59.9,3.6,0.674242424242424
"757",1,7,77,67,2.9,0.601010101010101
"758",3,7,75.8,65.3,4.6,0.751262626262626
"759",4,7,69.6,52.5,5.3,0.664141414141414
"760",5,7,70.8,51.2,2.8,0.763888888888889
"761",6,7,73.5,57.3,2.5,0.79040404040404
"762",7,8,75.5,65.2,3.3,0.842171717171717
"763",2,8,70.4,61.8,4.7,0.681818181818182
"764",1,8,69.5,62.3,2.2,0.601010101010101
"765",3,8,75,64.7,2.9,0.743686868686869
"766",4,8,78.6,61.8,1.4,0.765151515151515
"767",5,8,76.3,60.3,3.1,0.70959595959596
"768",6,8,74.4,52.5,3.6,0.738636363636364
"769",7,8,73.2,51.2,2.7,0.758838383838384
"770",2,8,76,52.8,2.5,0.679292929292929
"771",1,8,77.5,56.1,2.3,0.646464646464647
"772",3,8,77.5,56.2,2.7,0.762626262626263
"773",4,8,74.4,64.9,4.3,0.619949494949495
"774",5,8,72.5,66.3,4.9,0.722222222222222
"775",6,8,70.9,52.5,4.3,0.789141414141414
"776",7,8,68,48.8,4.8,0.659090909090909
"777",2,8,70.3,50.5,3.4,0.618686868686869
"778",1,8,73.6,54.5,3.4,0.601010101010101
"779",3,8,72,52.3,3.7,0.751262626262626
"780",4,8,72.2,56.5,3.6,0.651515151515151
"781",5,8,75.1,60.5,1.8,0.695707070707071
"782",6,8,73.9,60.3,2.8,0.715909090909091
"783",7,8,70.6,62.7,3.5,0.717171717171717
"784",2,8,70.4,58.2,5,0.573232323232323
"785",1,8,70.7,58.4,2.9,0.551767676767677
"786",3,8,74.3,57.8,1.9,0.693181818181818
"787",4,8,77.7,61.6,2,0.767676767676768
"788",5,8,78.5,60.9,2.3,0.679292929292929
"789",6,8,76.4,56.2,4.9,0.78030303030303
"790",7,8,69.6,48.9,2.8,0.796717171717172
"791",2,8,71.4,56.4,2.5,0.643939393939394
"792",1,8,77,66.9,3,0.625
"793",3,9,79.3,70.6,2.6,0.494949494949495
"794",4,9,83.5,69.5,3.6,0.883838383838384
"795",5,9,79.4,59.5,4.6,0.732323232323232
"796",6,9,77.9,56.9,1.3,0.917929292929293
"797",7,9,78.2,67.8,3.1,0.816919191919192
"798",2,9,80.9,70.9,3.8,0.698232323232323
"799",1,9,72.6,57.5,4.1,0.602272727272727
"800",3,9,70.1,52.2,6.1,0.755050505050505
"801",4,9,68.1,56,7.1,0.747474747474748
"802",5,9,69.4,56.7,5.6,0.78030303030303
"803",6,9,73.9,63.5,4,0.781565656565657
"804",7,9,70.1,52.7,4.2,0.921717171717172
"805",2,9,63.9,52.7,5.2,0.704545454545455
"806",1,9,60.9,48.3,2.8,0.666666666666667
"807",3,9,62.8,43.4,2.5,0.77020202020202
"808",4,9,63.5,53.5,1.7,0.773989898989899
"809",5,9,64.3,45.5,2.4,0.830808080808081
"810",6,9,65.8,47.4,1.8,0.820707070707071
"811",7,9,61.6,44.5,6.6,0.818181818181818
"812",2,9,65,52.7,3.2,0.75
"813",1,9,70.2,65,1.2,0.650252525252525
"814",3,9,67.3,52.7,5.3,0.835858585858586
"815",4,9,60.1,40.1,2.7,0.747474747474748
"816",5,9,64.1,52.3,3.8,0.714646464646465
"817",6,9,61.7,53.7,7.4,0.619949494949495
"818",7,9,66.2,51.3,4.3,0.811868686868687
"819",2,9,70.7,53.4,2.7,0.757575757575758
"820",1,9,73.1,57.4,0.9,0.646464646464647
"821",3,9,72.4,57.9,1.2,0.714646464646465
"822",4,9,68.8,57.9,3.3,0.743686868686869
"823",5,10,63.2,57.1,5.2,0.705808080808081
"824",6,10,63.5,54.1,4.8,0.704545454545455
"825",7,10,62.9,50.7,3.6,0.907828282828283
"826",2,10,64.2,57.1,5.3,0.670454545454545
"827",1,10,53.1,34.7,5.7,0.637626262626263
"828",3,10,58.6,42.1,3,0.806818181818182
"829",4,10,66.2,52.6,3.9,0.782828282828283
"830",5,10,66.7,53,5.4,0.806818181818182
"831",6,10,62.6,37.8,5.2,0.630050505050505
"832",7,10,58.7,37,2.6,0.683080808080808
"833",2,10,54.9,46.5,3.7,0.689393939393939
"834",1,10,54,41.1,2.1,0.597222222222222
"835",3,10,58.7,47.7,2,0.569444444444444
"836",4,10,67.9,61.3,3.7,0.880050505050505
"837",5,10,71.4,64.8,4.4,0.726010101010101
"838",6,10,68.8,63.8,3.4,0.76010101010101
"839",7,10,64.6,51.4,4,0.818181818181818
"840",2,10,63.8,50.3,4.7,0.623737373737374
"841",1,10,53.4,34.4,7.2,0.609848484848485
"842",3,10,49.4,30.9,4,0.746212121212121
"843",4,10,60.2,46.2,2.7,0.766414141414141
"844",5,10,55.5,51.2,6.8,0.893939393939394
"845",6,10,51.4,46.9,7.3,0.806818181818182
"846",7,10,54.7,43.3,4,0.84469696969697
"847",2,10,58.1,39.2,4.3,0.650252525252525
"848",1,10,58.4,38.6,6.8,0.650252525252525
"849",3,10,56,35.6,5.4,0.810606060606061
"850",4,10,60.6,44,2.3,0.720959595959596
"851",5,10,64.5,52.4,3.9,0.702020202020202
"852",6,10,52.5,40.3,3.6,0.79040404040404
"853",7,10,49.9,34.8,4.3,0.843434343434343
"854",2,11,46.5,39.1,7.9,0.828282828282828
"855",1,11,44.1,28.1,9.4,0.671717171717172
"856",3,11,47.6,22.7,6,0.789141414141414
"857",4,11,59.5,23.7,4.4,0.679292929292929
"858",5,11,60.4,36.4,4.3,0.69949494949495
"859",6,11,52,42.2,2.6,0.823232323232323
"860",7,11,49,38.5,5.3,0.809343434343434
"861",2,11,41.9,24.7,5.3,0.685606060606061
"862",1,11,50,32,3.6,0.529040404040404
"863",3,11,51.9,32.5,1.9,0.707070707070707
"864",4,11,56.4,47.7,2.9,0.622474747474748
"865",5,11,59.5,52.6,2.4,0.689393939393939
"866",6,11,45.1,30.1,3,0.878787878787879
"867",7,11,38.6,26,5.6,0.825757575757576
"868",2,11,37.2,17.3,4.1,0.667929292929293
"869",1,11,40,20.4,2.9,0.541666666666667
"870",3,11,43.7,38.2,2.6,0.840909090909091
"871",4,11,35.4,16.3,8.5,0.898989898989899
"872",5,11,26.7,4.5,6.9,0.799242424242424
"873",6,11,38.2,16.3,5.7,0.801767676767677
"874",7,11,32.3,8.1,7.5,0.85479797979798
"875",2,11,34.3,11.1,3.7,0.646464646464647
"876",1,11,47.4,22.2,4,0.536616161616162
"877",3,11,60.7,53.2,4,0.911616161616162
"878",4,11,60,40.4,4.3,0.756313131313131
"879",5,11,42.9,30.4,6.6,0.936868686868687
"880",6,11,36.3,30.3,4.5,0.477272727272727
"881",7,11,33.5,19.6,5.6,0.560606060606061
"882",2,11,31.4,12.7,3.1,0.497474747474747
"883",1,11,47.5,30.7,3.3,0.476010101010101
"884",3,12,55.4,40.5,5.7,0.813131313131313
"885",4,12,39.4,26.8,8,0.771464646464647
"886",5,12,43.8,39.6,6.1,0.718434343434343
"887",6,12,41.2,22.5,5.8,0.765151515151515
"888",7,12,38.4,26,6.1,0.849747474747475
"889",2,12,44.8,42,2.6,0.792929292929293
"890",1,12,38.2,24.6,10.4,0.622474747474748
"891",3,12,29.2,11.1,8.9,0.731060606060606
"892",4,12,38.2,33.7,10.4,0.814393939393939
"893",5,12,37.7,32.7,6.6,0.819444444444444
"894",6,12,34.1,22.5,7.3,0.84469696969697
"895",7,12,34.5,21,6.2,0.867424242424242
"896",2,12,37.5,23.7,8.2,0.75
"897",1,12,41,28.3,5.9,0.554292929292929
"898",3,12,41.6,28.7,3,0.909090909090909
"899",4,12,43.2,35.2,2.8,0.814393939393939
"900",5,12,47.4,39.7,4.2,0.700757575757576
"901",6,12,40.7,24.2,7.8,0.784090909090909
"902",7,12,36.2,21.6,6.4,0.823232323232323
"903",2,12,31.7,19.1,4.8,0.637626262626263
"904",1,12,32.4,23.2,3.8,0.516414141414141
"905",3,12,37.4,31.8,5,0.714646464646465
"906",4,12,44.4,41.8,7,0.924242424242424
"907",5,12,45.5,44.1,5.7,0.65530303030303
"908",6,12,53.2,41.7,7.3,0.382575757575758
"909",7,12,44.9,27.6,5.6,0.563131313131313
"910",2,12,47.7,30.1,3.5,0.512626262626263
"911",1,12,49.4,36.8,5,0.440656565656566
"912",3,12,41.4,21.6,4.8,0.518939393939394
"913",4,12,32.5,14.6,4.3,0.592171717171717
"914",5,12,29.4,8.5,4.3,0.582070707070707
"915",6,1,31.4,8.1,5.3,0.475903614457831
"916",7,1,38.7,16.1,7,0.532530120481928
"917",2,1,35.5,22.4,5,0.549397590361446
"918",1,1,45.4,42.3,5.1,0.459036144578313
"919",3,1,40.9,19.1,9.7,0.6
"920",4,1,21,4.8,4.2,0.936144578313253
"921",5,1,20.7,5.7,9.5,0.648192771084337
"922",6,1,13,-6.2,8.8,0.690361445783133
"923",7,1,24.9,7.5,7.4,0.904819277108434
"924",2,1,21.1,-0.3,7.5,0.579518072289157
"925",1,1,25.7,3,5.5,0.410843373493976
"926",3,1,36.9,23.7,3.3,0.698795180722892
"927",4,1,29.5,17.3,7.3,0.73855421686747
"928",5,1,22.8,9.5,6.4,0.609638554216868
"929",6,1,29.5,16.3,3.6,0.660240963855422
"930",7,1,33.4,14.9,7.3,0.678313253012048
"931",2,1,22.2,1.8,6.5,0.596385542168675
"933",3,1,39.2,27.9,6.2,0.597590361445783
"934",4,1,37.5,20.2,5.1,0.602409638554217
"935",5,1,31.4,8.9,4.2,0.596385542168675
"936",6,1,34.4,19,3.4,0.612048192771084
"937",7,1,32.7,15.6,5.5,0.720481927710843
"938",2,1,35.4,29.3,5.5,0.51566265060241
"939",1,1,37.8,20,5.8,0.489156626506024
"940",3,1,26.5,12.7,9.8,0.583132530120482
"942",5,1,23.6,3.8,7.7,0.551807228915663
"943",6,1,26.6,6.5,3.1,0.625301204819277
"944",7,1,34.2,23,6.7,0.749397590361446
"945",2,1,19.6,-0.2,11.8,0.633734939759036
"946",1,2,27.6,11.4,3.5,0.434939759036145
"947",3,2,29.9,25,6.8,0.819277108433735
"948",4,2,18.1,7.6,7.2,0.891566265060241
"949",5,2,31.2,17.3,4,0.704819277108434
"950",6,2,33.8,16.1,6.3,0.685542168674699
"951",7,2,17.9,-1.5,7.6,0.785542168674699
"952",2,2,29.8,12.6,3.5,0.540963855421687
"953",1,2,35.1,27.6,5.9,0.474698795180723
"954",3,2,27.7,21,9.6,0.659036144578313
"955",4,2,30,19.3,8.1,0.687951807228916
"956",5,2,28.3,12.2,7.8,0.734939759036145
"957",6,2,32.3,19.4,4.6,0.633734939759036
"958",7,2,16.1,-4.7,8.8,0.912048192771084
"959",2,2,23.4,4.9,4.6,0.525301204819277
"960",1,2,18.9,4.1,10.8,0.546987951807229
"961",3,2,9.8,-11.8,8.5,0.48433734939759
"962",4,2,20.2,5,3.9,0.746987951807229
"963",5,2,24.9,10.3,2.9,0.754216867469879
"964",6,2,20.9,2.1,9.3,0.620481927710843
"965",7,2,10,-11.1,9.7,0.748192771084337
"966",2,2,20.5,3.2,4.6,0.62289156626506
"967",1,2,34.3,28.2,2.1,0.625301204819277
"968",3,2,28.2,8.4,8.7,0.691566265060241
"969",4,2,12.1,-6.8,6,0.698795180722892
"970",5,2,27.6,9.5,5.8,0.756626506024096
"971",6,2,26.8,8.2,6.1,0.649397590361446
"972",7,2,23.2,5,4.6,0.846987951807229
"973",2,2,21.5,-1.9,3.6,0.648192771084337
"974",1,3,27.2,7,2.5,0.834939759036145
"975",3,3,32.4,19.1,5.3,0.783132530120482
"976",4,3,28.2,11.9,4.7,0.760240963855422
"977",5,3,38.5,33,5.4,0.691566265060241
"978",6,3,30.3,27.2,5.4,1
"980",2,3,26.1,8.7,5.8,0.696385542168675
"981",1,3,41.4,21.3,4,0.559036144578313
"982",3,3,46.6,23,4.2,0.796385542168675
"983",4,3,47.2,30.1,3.3,0.703614457831325
"984",5,3,48.8,39.6,4.5,0.680722891566265
"985",6,3,45.1,11,7.7,0.706024096385542
"986",7,3,37.6,4.8,5.6,0.733734939759036
"987",2,3,44,37.5,4,0.610843373493976
"988",1,3,42.4,31.3,8.8,0.553012048192771
"989",3,3,40.7,23.7,4.6,0.637349397590361
"990",4,3,49.7,31.1,6.9,0.636144578313253
"991",5,3,33.9,8.7,9.6,0.659036144578313
"992",6,3,34,5.1,5.5,0.701204819277108
"993",7,3,34.5,12.3,5.8,0.686746987951807
"994",2,3,33.7,27.5,5.3,0.610843373493976
"995",1,3,39.1,16.9,7.2,0.520481927710843
"996",3,3,30.3,4.3,5.5,0.706024096385542
"997",4,3,33.8,5.9,4.2,0.724096385542169
"998",5,3,39.9,20.1,3.5,0.648192771084337
"999",6,3,46.9,42.5,1.9,0.632530120481928
"1000",7,3,43.9,36.6,4.2,0.640963855421687
"1001",2,3,37.2,21.1,6.3,0.553012048192771
"1002",1,3,33.4,6.3,5.8,0.608433734939759
"1003",3,3,43.3,20.5,6.6,0.669879518072289
"1004",4,3,42.2,27.9,5.1,0.756626506024096
"1005",5,4,38.9,22.1,4.7,0.780722891566265
"1006",6,4,51.8,21.2,4.5,0.786746987951807
"1007",7,4,61.1,43.9,6.3,0.591566265060241
"1008",2,4,52.9,35.8,7.4,0.610843373493976
"1009",1,4,49.3,20.8,4.8,0.508433734939759
"1010",3,4,50.8,34.8,3.5,0.614457831325301
"1011",4,4,54.9,41,5.7,0.544578313253012
"1012",5,4,42.3,32.8,9.3,0.550602409638554
"1013",6,4,38.8,33.5,8.9,0.544578313253012
"1014",7,4,44.6,41.3,4.2,0.585542168674699
"1015",2,4,54.1,34.6,7.9,0.693975903614458
"1016",1,4,51.3,26.1,3.4,0.533734939759036
"1017",3,4,57.7,35.7,3.5,0.667469879518072
"1018",4,4,60.7,41.5,3.7,0.653012048192771
"1019",5,4,61,22.9,4.6,0.716867469879518
"1020",6,4,58,21,6.2,0.674698795180723
"1021",7,4,60.5,48.6,5.4,0.818072289156627
"1022",2,4,68,43.4,2.8,0.728915662650602
"1023",1,4,58.7,27.8,7.1,0.567469879518072
"1024",3,4,51.1,45.5,7.2,0.759036144578313
"1025",4,4,56.3,44.9,5.2,0.77710843373494
"1026",5,4,57.7,34.7,4.8,0.68433734939759
"1027",6,4,46.8,26.5,8.1,0.737349397590361
"1028",7,4,43.5,17.9,7.3,0.814457831325301
"1029",2,4,47,21.2,5.4,0.713253012048193
"1030",1,4,54.1,27.4,4.8,0.574698795180723
"1031",3,4,54.5,29.2,4.8,0.672289156626506
"1032",4,4,59,34.1,6.6,0.73855421686747
"1033",5,4,64.9,36.8,4.3,0.818072289156627
"1034",6,4,55.6,38.9,7.5,0.771084337349398
"1035",7,5,53.6,38.7,5.1,0.773493975903614
"1036",2,5,55.1,40.1,2.5,0.650602409638554
"1037",1,5,61.6,36.8,2.5,0.668674698795181
"1038",3,5,70.1,44,3.6,0.772289156626506
"1039",4,5,73.7,48.8,4.6,0.768674698795181
"1040",5,5,68.1,42.9,4.5,0.68433734939759
"1041",6,5,66.2,43.2,1.7,0.824096385542169
"1042",7,5,66.9,51.7,2.3,0.85421686746988
"1043",2,5,62.3,54.7,4.3,0.674698795180723
"1044",1,5,70,60.5,2.3,0.66144578313253
"1045",3,5,75.3,65,3.6,0.77710843373494
"1046",4,5,75.6,61.1,3.7,0.824096385542169
"1047",5,5,64.5,39.8,6.7,0.789156626506024
"1048",6,5,60,32.8,3.5,0.787951807228916
"1049",7,5,63.1,39.2,3.3,0.871084337349398
"1050",2,5,65.4,52.4,1.8,0.783132530120482
"1051",1,5,72.2,63.7,2.1,0.65421686746988
"1052",3,5,67.2,58.5,3.9,0.681927710843373
"1053",4,5,65.2,57.3,1.7,0.730120481927711
"1054",5,5,62,42.6,5.8,0.802409638554217
"1055",6,5,56.7,36.2,2.5,0.740963855421687
"1056",7,5,62.1,41,4.4,0.875903614457831
"1057",2,5,59.3,28.3,4.6,0.657831325301205
"1058",1,5,66.2,41.2,3.3,0.520481927710843
"1059",3,5,73.8,53.8,3.6,0.506024096385542
"1060",4,5,76.1,57.5,4.5,0.826506024096386
"1061",5,5,75.7,63.3,4.8,0.839759036144578
"1062",6,5,75.9,65.9,3.3,0.821686746987952
"1063",7,5,73.6,53.9,4.5,0.979518072289157
"1064",2,5,73.5,62.1,4.1,0.749397590361446
"1065",1,5,74.4,63.8,4.1,0.668674698795181
"1066",3,6,58,55,7.9,0.832530120481928
"1067",4,6,52.4,49.4,6.8,0.773493975903614
"1068",5,6,58,49.6,4.5,0.792771084337349
"1069",6,6,58,48.1,4.6,0.665060240963855
"1070",7,6,59.4,51,3.2,0.833734939759036
"1071",2,6,65.9,53.9,3.5,0.720481927710843
"1072",1,6,65,40.3,3,0.673493975903614
"1073",3,6,68.6,55.2,4.8,0.763855421686747
"1074",4,6,73.7,63.4,4.9,0.785542168674699
"1075",5,6,74,55.9,2.5,0.803614457831325
"1076",6,6,79.6,62.3,4.5,0.802409638554217
"1077",7,6,81.6,63.9,3.3,0.543373493975904
"1078",2,6,81.4,61.3,5.7,0.475903614457831
"1079",1,6,77.9,57.4,2.1,0.696385542168675
"1080",3,6,70.8,65.6,3.7,0.609638554216868
"1081",4,6,69.9,64.5,3,0.714457831325301
"1082",5,6,73.3,58.7,3.4,0.850602409638554
"1083",6,6,66.8,58.2,3.3,0.740963855421687
"1084",7,6,74.6,62.5,2.6,0.881927710843374
"1085",2,6,70.1,57.4,4.9,0.608433734939759
"1086",1,6,76.3,67.8,4.3,0.746987951807229
"1087",3,6,78.3,62.1,4.5,0.932530120481928
"1088",4,6,82.1,66.8,4.7,0.846987951807229
"1089",5,6,76.7,57.5,4.5,0.937349397590361
"1090",6,6,75,50.4,2.7,0.807228915662651
"1091",7,6,74.4,57.6,3.9,0.932530120481928
"1092",2,6,67.7,56,4.4,0.716867469879518
"1093",1,6,64.3,60,5.8,0.644578313253012
"1094",3,6,70.3,55.2,4.6,0.797590361445783
"1095",4,6,74.5,58,3.7,0.749397590361446
"1096",5,7,75,65.1,4.3,0.82289156626506
"1097",6,7,74.7,57.9,1.3,0.726506024096386
"1098",7,7,73.5,54.4,2.4,0.66144578313253
"1099",2,7,72,57.9,3,0.468674698795181
"1100",1,7,74.6,58.9,1.3,0.562650602409639
"1101",3,7,76.8,64.9,2.1,0.720481927710843
"1102",4,7,78.7,69.7,3.6,0.778313253012048
"1103",5,7,80.5,69.2,3.6,0.746987951807229
"1104",6,7,74.7,64.2,3.6,0.683132530120482
"1105",7,7,76.1,62.7,4.4,0.85421686746988
"1106",2,7,78.7,55.6,1.9,0.719277108433735
"1107",1,7,79.9,59.1,1.7,0.627710843373494
"1108",3,7,79.5,60.6,2.3,0.804819277108434
"1109",4,7,75.3,64.9,2.1,0.791566265060241
"1110",5,7,77,70,2.8,0.736144578313253
"1111",6,7,72.8,49.1,5.9,0.826506024096386
"1112",7,7,72.5,57.8,3.1,0.793975903614458
"1113",2,7,76.2,66.1,3.6,0.675903614457831
"1114",1,7,84.9,70.2,2.8,0.656626506024096
"1115",3,7,88,68.8,4.1,0.875903614457831
"1116",4,7,83.7,64.7,2.5,0.730120481927711
"1117",5,7,77.3,53.4,4.5,0.744578313253012
"1118",6,7,76.7,49,4.1,0.750602409638554
"1119",7,7,77.8,49,2.1,0.590361445783133
"1120",2,7,78.2,54.5,2.5,0.543373493975904
"1121",1,7,79.8,61.4,3.6,0.663855421686747
"1122",3,7,78.5,65.3,2.8,0.754216867469879
"1123",4,7,82.7,65.1,2.2,0.774698795180723
"1124",5,7,85.4,65.7,2.7,0.757831325301205
"1125",6,7,80.5,71.9,4.6,0.863855421686747
"1126",7,7,80.5,61.4,3.3,0.907228915662651
"1127",2,8,81.6,57.2,3.8,0.804819277108434
"1128",1,8,79.9,55.9,2,0.662650602409639
"1129",3,8,81.3,60,3.7,0.849397590361446
"1130",4,8,80.7,61.2,4.6,0.802409638554217
"1131",5,8,79.3,55.3,2.6,0.745783132530121
"1132",6,8,75.6,52.2,2.7,0.759036144578313
"1133",7,8,76.4,53.9,4.3,0.874698795180723
"1134",2,8,74.7,55.3,3.4,0.656626506024096
"1135",1,8,75,57,2.9,0.589156626506024
"1136",3,8,74.9,60,3.6,0.736144578313253
"1137",4,8,74.9,66.5,3.9,0.724096385542169
"1138",5,8,77,59.7,3.8,0.774698795180723
"1139",6,8,75.4,53.9,3.3,0.860240963855422
"1140",7,8,77.1,53.2,2.2,0.878313253012048
"1141",2,8,80.7,60.6,3.3,0.701204819277108
"1142",1,8,82.8,63.9,1.2,0.665060240963855
"1143",3,8,84.4,64.9,2.5,0.713253012048193
"1144",4,8,81.8,67,3.6,0.750602409638554
"1145",5,8,80,70.1,4,0.71566265060241
"1146",6,8,80.5,70.1,4.2,0.72289156626506
"1147",7,8,78.7,65,4,0.907228915662651
"1148",2,8,76.9,53.1,3.7,0.7
"1149",1,8,76,60.3,3.6,0.592771084337349
"1150",3,8,78.2,64.3,2.1,0.692771084337349
"1151",4,8,80.9,64.3,3,0.716867469879518
"1152",5,8,76,51.4,3.7,0.730120481927711
"1153",6,8,73.8,52.5,2.6,0.739759036144578
"1154",7,8,72.7,51.5,2.5,0.733734939759036
"1155",2,8,75.7,53.9,1.2,0.649397590361446
"1156",1,8,79.1,61.9,3.3,0.678313253012048
"1157",3,8,81.7,66,3.8,0.739759036144578
"1158",4,9,82,64,2.6,0.754216867469879
"1159",5,9,81.1,64.3,1.8,0.787951807228916
"1160",6,9,82.6,64.2,1.8,0.801204819277108
"1161",7,9,80.6,65.2,5,0.774698795180723
"1162",2,9,74,57.1,4.4,0.651807228915663
"1163",1,9,74.1,55.8,1,0.607228915662651
"1164",3,9,78.4,60.5,3.4,0.58433734939759
"1165",4,9,84.2,64.2,3.8,0.957831325301205
"1166",5,9,82,68.8,4,0.891566265060241
"1167",6,9,75.2,69.8,4.7,0.862650602409639
"1168",7,9,72.3,63.1,5.6,0.921686746987952
"1169",2,9,74,63.4,2.3,0.667469879518072
"1170",1,9,72,62.5,5.2,0.575903614457831
"1171",3,9,66.4,46.7,6.3,0.697590361445783
"1172",4,9,72,48.2,2.1,0.697590361445783
"1173",5,9,75.8,53.6,1.5,0.901204819277108
"1174",6,9,77,55.4,1.3,0.896385542168675
"1175",7,9,76.3,54.7,2.4,0.91566265060241
"1176",2,9,74.7,61.8,1.8,0.789156626506024
"1177",1,9,73.9,57,6.3,0.669879518072289
"1178",3,9,65.8,42.9,7.4,0.751807228915663
"1179",4,9,66.8,47.6,6.4,0.687951807228916
"1180",5,9,68.4,47.9,3.3,0.603614457831325
"1181",6,9,69.7,51.9,3,0.745783132530121
"1182",7,9,69,52.3,5.5,0.704819277108434
"1183",2,9,66.5,49.1,5.2,0.671084337349398
"1184",1,9,63.5,50,4.8,0.593975903614458
"1185",3,9,70.1,60.3,2.3,0.706024096385542
"1186",4,9,75.6,67.3,2.7,0.671084337349398
"1187",5,9,73.5,67.6,5.3,0.763855421686747
"1188",6,10,59.8,48.7,7.6,0.82289156626506
"1189",7,10,52.7,46.5,9.9,0.96144578313253
"1190",2,10,50.2,45,11.8,0.669879518072289
"1191",1,10,56.5,42.3,9.2,0.64578313253012
"1192",3,10,57.7,43.4,6.6,0.719277108433735
"1193",4,10,61.2,45.4,1.5,0.760240963855422
"1194",5,10,64.9,49.3,2.5,0.804819277108434
"1195",6,10,63.8,49.4,2.9,0.802409638554217
"1196",7,10,66.6,58.4,3,0.920481927710843
"1197",2,10,58.9,42.6,2.6,0.781927710843374
"1198",1,10,59.3,42.6,2.8,0.673493975903614
"1199",3,10,64.4,46.5,3.7,0.608433734939759
"1200",4,10,65.8,54.3,2.5,0.872289156626506
"1201",5,10,63.8,47,3.2,0.792771084337349
"1202",6,10,58.2,39.4,3.5,0.82289156626506
"1203",7,10,58.5,38.7,4.9,0.814457831325301
"1204",2,10,51.6,31.2,5,0.680722891566265
"1205",1,10,43.5,21.2,5,0.663855421686747
"1206",3,10,42.9,23.8,2.2,0.803614457831325
"1207",4,10,56.2,34.1,5.7,0.860240963855422
"1208",5,10,65,42.1,2.8,0.867469879518072
"1209",6,10,65.4,47.1,4.1,0.802409638554217
"1210",7,10,58.8,37.5,5,0.893975903614458
"1211",2,10,48.4,34.2,4.1,0.625301204819277
"1212",1,10,59.1,47.6,4,0.628915662650602
"1213",3,10,51.8,33.6,3.9,0.840963855421687
"1214",4,10,51.9,35.6,3.5,0.760240963855422
"1215",5,10,58,50.5,6.3,0.830120481927711
"1216",6,10,67.2,55.2,5.7,0.924096385542169
"1217",7,10,55.8,31.8,5.4,0.828915662650602
"1218",2,10,49.1,31.5,3,0.430120481927711
"1219",1,11,57.9,43.7,3.9,0.375903614457831
"1220",3,11,59.4,44.7,2.6,0.73855421686747
"1221",4,11,60.6,42.6,1.6,0.789156626506024
"1222",5,11,62.9,45.9,2.3,0.809638554216867
"1223",6,11,62.8,57.5,1.9,0.831325301204819
"1224",7,11,69.4,62.3,3.7,0.742168674698795
"1225",2,11,64.9,47.9,3.6,0.602409638554217
"1226",1,11,51.9,31.1,4,0.568674698795181
"1227",3,11,51.1,31.4,1.7,0.740963855421687
"1228",4,11,55,47.2,6.7,0.912048192771084
"1229",5,11,52.7,47.6,6,0.63855421686747
"1230",6,11,55.4,49.3,3.6,0.767469879518072
"1231",7,11,55.4,34.7,9.4,0.81566265060241
"1232",2,11,46.4,23.3,8,0.73855421686747
"1233",1,11,46.5,27,4.1,0.602409638554217
"1234",3,11,58.1,33.2,2.9,0.744578313253012
"1235",4,11,47.5,29,6.4,0.824096385542169
"1236",5,11,50.9,38.1,3.6,0.756626506024096
"1237",6,11,59.5,53.3,5.4,0.960240963855422
"1238",7,11,58.1,41.5,5.5,0.986746987951807
"1239",2,11,46.4,26.3,4.9,0.719277108433735
