"day","temp","dewp","prcp","NUM_COLLISIONS"
4,84.2,64.2,0,795
5,82,68.8,0,740
6,75.2,69.8,1.13,716
7,72.3,63.1,0.45,765
2,74,63.4,0,554
1,72,62.5,0.29,478
3,66.4,46.7,0.04,579
4,72,48.2,0,579
5,75.8,53.6,0,748
6,77,55.4,0,744
7,76.3,54.7,0,760
2,74.7,61.8,0,655
1,73.9,57,0,556
3,65.8,42.9,0,624
4,66.8,47.6,0,571
5,68.4,47.9,0,501
6,69.7,51.9,0,619
7,69,52.3,0,585
2,66.5,49.1,0,557
1,63.5,50,0,493
3,70.1,60.3,0,586
4,75.6,67.3,0,557
5,73.5,67.6,1.33,634
6,59.8,48.7,0.04,683
7,52.7,46.5,0.14,798
2,50.2,45,1.36,556
1,56.5,42.3,0.02,536
3,57.7,43.4,0,597
4,61.2,45.4,0,631
5,64.9,49.3,0,668
6,63.8,49.4,0,666
7,66.6,58.4,0,764
2,58.9,42.6,0.89,649
1,59.3,42.6,0,559
3,64.4,46.5,0,505
4,65.8,54.3,0.01,724
5,63.8,47,0,658
6,58.2,39.4,0,683
7,58.5,38.7,0,676
2,51.6,31.2,0,565
1,43.5,21.2,0,551
3,42.9,23.8,0,667
4,56.2,34.1,0,714
5,65,42.1,0,720
6,65.4,47.1,0,666
7,58.8,37.5,0,742
2,48.4,34.2,0,519
1,59.1,47.6,0.02,522
3,51.8,33.6,0.03,698
4,51.9,35.6,0,631
5,58,50.5,0,689
6,67.2,55.2,1.44,767
7,55.8,31.8,0.04,688
2,49.1,31.5,0,357
1,57.9,43.7,0,312
3,59.4,44.7,0,613
4,60.6,42.6,0,655
5,62.9,45.9,0,672
6,62.8,57.5,0,690
7,69.4,62.3,0.01,616
2,64.9,47.9,0,500
1,51.9,31.1,0,472
3,51.1,31.4,0,615
4,55,47.2,0,757
5,52.7,47.6,0.69,530
6,55.4,49.3,0.43,637
7,55.4,34.7,0.01,677
2,46.4,23.3,0,613
1,46.5,27,0,500
3,58.1,33.2,0,618
4,47.5,29,0,684
5,50.9,38.1,0,628
6,59.5,53.3,0,797
7,58.1,41.5,1.25,819
2,46.4,26.3,0,597
1,51.2,35.6,0.03,431
3,39.8,16.7,0,704
4,38.2,18,0,733
5,42.5,24.9,0,717
6,49,38,0,383
7,57.1,47.5,0,480
2,56.3,47.2,0,508
1,41.5,31.4,0.02,453
3,39.4,27.8,0,611
4,46.5,41.1,0,746
5,49.3,46.3,0.21,655
6,50.9,38.2,0.1,623
7,46.4,29.4,0,680
2,45.7,29.7,0,629
1,46.5,31.9,0,485
3,48,31.1,0,668
4,44.6,30.3,0,618
5,45.8,34.4,0,575
6,54.9,43.5,0,668
7,55.2,43.9,0,694
2,59.6,45.6,0,578
1,61.8,48.3,0,549
3,56.8,49.5,0,637
4,61.8,45.6,0.42,755
5,50.6,33.7,0.09,673
6,54.7,48.7,0.04,745
7,51.9,41.2,1.21,767
2,38.2,16.7,0,624
1,38.6,16.5,0,500
3,45,27.3,0,612
4,57.2,49.2,0,699
5,56.4,52,0.19,805
6,66.4,60.6,1.56,603
7,62,52.1,0.01,321
2,54.5,38.9,0.01,395
1,52,47.1,0.12,518
3,43.6,28.6,0.02,490
4,39.3,34.5,0.33,533
5,41.3,37.2,0.15,501
6,46.5,42.7,0.19,527
7,40.4,24.3,0.03,393
2,35.8,17.7,0,422
1,38.4,20,0,432
3,30.8,12.5,0,601
4,18.4,-2.3,0,640
5,31.2,2.8,0,625
6,37.9,8.7,0,542
7,40.2,25.5,0,602
2,43.3,35.7,0,554
1,50.4,45.9,0.77,462
3,35.2,13.1,1.03,680
4,32.2,11.5,0,637
5,27.1,7.8,0,605
6,27.9,8.6,0,597
7,41.2,27.5,0,722
2,46,37.3,0.21,563
1,37.3,23.1,0.03,451
3,27.1,11.4,0.05,481
4,21.1,1.5,0,662
5,30.7,13.1,0,623
6,30.9,12.5,0,666
7,25.9,5.1,0,702
2,26.2,19.2,0.5,402
1,26.7,11.6,1.82,517
3,32.7,16.2,0,658
4,41.4,26.9,0,734
5,43.9,24.7,0,670
6,37,19.3,0,681
7,38.3,21.7,0,645
2,32.8,15.8,0,596
1,42.6,24.5,0,532
3,52.1,35.4,0,716
4,44.5,24.1,0.01,711
5,48.8,40.3,0,579
6,54.7,44.9,0.73,609
7,37.4,26.2,0.38,607
2,34.6,16.7,0.15,553
1,39.1,20.8,0,423
3,36,24.2,0,501
4,30.4,21.8,0.05,571
5,34.8,24.2,0.01,537
6,26.1,4.3,0,622
7,20.4,-1.8,0,628
2,19.3,-0.7,0,480
1,6.9,-16.1,0,309
4,45,41.2,0.46,615
5,39.1,26.7,0.99,525
6,32.5,11.5,0,592
7,30.1,8.3,0,532
2,47.7,29.1,0,555
1,52.8,31.8,0,481
3,45.3,26.8,0.03,615
4,38,26.6,0,623
5,40.7,38,0.43,660
6,52.6,44.7,1.11,663
7,35.5,14.9,0.02,476
2,31.9,9.8,0,388
1,46,21.8,0,509
3,52.8,31.5,0,616
4,45.6,23.4,0.05,662
5,45.8,28.7,0.14,653
6,30.3,5.8,0,625
7,33.4,21.2,0.07,685
2,33.8,12.4,0.04,601
1,37.3,14.5,0,500
3,45.2,27,0,571
4,55.1,34.3,0,632
5,57.2,39.4,0,660
6,70.5,43.2,0,629
7,61.6,44.3,0.06,672
2,50.1,29.6,0,625
1,56.7,33.1,0,435
3,46.3,34.7,0.02,640
4,48,41.5,0.27,608
5,54.5,43,0,629
6,52,38.3,0.02,612
7,52,26.2,0,644
2,42.3,16.3,0,540
1,37.8,13.4,0,479
3,38.6,22.4,0.13,617
4,43.2,17.8,0.06,628
5,57,30,0,621
6,49.8,35.5,0,635
7,57.7,47.3,0,546
2,46.3,30.2,0.04,530
1,45.7,34.5,0,459
3,47.2,38.4,0.14,658
4,48.5,21.2,0.24,683
5,44.5,15.4,0,650
6,58.4,39,0,652
7,67.3,56.1,0.01,702
2,55.4,43.4,0.01,597
1,41,21.1,0.25,585
3,39.7,26.8,0.01,683
4,33,11.4,0.46,672
5,37.9,11.3,0,628
6,52.4,43.2,0,630
7,47.3,29,0.09,696
2,40,24.6,0.01,557
1,39.6,16.5,0.11,499
3,50.9,32.5,0,624
4,54,40.6,0.04,638
5,47.7,24.1,0.17,700
6,50.5,27.2,0,674
7,51.7,27.9,0,733
2,53.2,25.6,0,679
1,56.1,30.7,0,568
3,63.8,31,0,687
4,66.3,31.5,0,732
5,58.5,19.9,0,697
6,59.5,32.1,0,694
7,70.3,51.1,0,741
2,65.6,52,0.15,649
1,56.2,23.4,0.01,448
3,58,38.5,0,488
4,54.9,47.3,0.17,479
5,51.3,39.2,0.07,510
6,52.6,31.6,0,489
7,51.4,33.3,0,517
2,52.7,35.7,0.05,581
1,49,39.1,0,484
3,50.1,45.5,0.16,589
4,53.3,50.1,0.59,711
5,50.4,45.7,0.07,653
6,50.9,42,0.01,626
7,50.7,45.1,0.24,728
2,52.2,46.6,0.3,571
1,55.6,42.3,0.11,591
3,61.8,33.5,0.05,646
4,57.6,28.8,0,608
5,62.4,38.7,0,699
6,66.5,41,0,744
7,61,54.4,0,766
2,63.5,54.2,0.25,589
1,54.6,36.7,0,510
3,52.5,27.1,0,742
4,59.1,37.6,0,624
5,57.8,40.5,0,676
6,60.3,41.2,0,694
7,63.4,39.4,0,782
2,61.7,41.2,0,568
1,59.7,48,0.13,571
3,64.4,50.6,0.09,652
4,63.9,52.2,0.17,695
5,73.2,47.5,0.03,733
6,79.3,48.3,0,742
7,78.1,58.6,0,767
2,79.6,62.6,0,627
1,77.9,59.2,0,566
3,73,66.6,1.65,471
4,76,64.1,0,760
5,75.3,54.4,0,772
6,68.4,55.9,0,683
7,65.4,59.5,0.01,710
2,72.4,63.1,0.03,635
1,67.5,63.9,0.4,466
3,72.6,60.1,0.91,758
4,76.4,56,0,709
5,61.8,47.6,0,763
6,61.7,38.9,0.45,686
7,66.2,36.4,0,818
2,72.1,50.9,0,584
1,79.4,55.5,0,587
3,64.9,45.7,0,646
4,68,45,0,717
5,73.2,46.9,0,739
6,70.6,60.8,0.2,689
7,70.2,55.1,0.02,748
2,71.3,49.5,0,700
1,74.2,54.4,0,559
3,72.8,60.5,0,745
4,79.2,57.7,0,681
5,77.2,48.6,0,751
6,75.2,54.7,0,643
7,74.6,57.1,0,811
2,73.1,56.1,0,688
1,74.7,55.5,0,582
3,74.3,57,0,718
4,71.1,67.5,0.54,675
5,73.9,63.4,0.04,687
6,75.7,56.2,0.01,761
7,74.5,64.1,0,752
2,70.3,56.4,0.83,570
1,72.1,52.2,0,448
3,74.1,58.2,0,488
4,75.4,67.9,1.15,663
5,83.3,66.1,0.66,680
6,82.7,70.6,0,603
7,79.2,70.1,0.04,612
2,69.1,62.9,0.08,498
1,71.5,63.8,0.53,508
3,72.8,58.1,0,618
4,74.1,62.1,0,662
5,76.2,65.9,0,607
6,78.7,72.1,0,741
7,83,69.8,0.62,798
2,81.6,65.1,0,623
1,81,65.8,0,574
3,81.9,65.6,0,725
4,77.7,59,0.35,699
5,76.5,52.6,0,698
6,78.3,61,0,731
7,82.8,67.2,0,769
2,87.2,62.9,0,650
1,84,60,0,566
3,82.3,69.2,0,698
4,78.9,68.1,1,688
5,82.6,61.4,0,690
6,83.2,66.8,0,709
7,76.1,68.5,0.94,774
2,77,69.4,0.15,599
1,74.9,71.3,0.26,529
3,72.8,67,1.07,569
4,73,62,0,602
5,71.5,58.9,0,687
6,72.9,60,0,715
7,74.5,61.3,0,700
2,78,67.7,0,578
1,79,58.7,0.05,540
3,78.6,58.1,0,632
4,78.2,61.5,0,650
5,79.7,72,0.01,618
6,84.3,73.3,0.08,672
7,82.4,73.5,0.47,729
2,86.9,74.8,0.32,614
1,87.8,71.5,0,521
3,82.6,69.1,0.06,643
4,82.5,72.4,0,644
5,80.8,68.8,0.12,658
6,78.8,65.1,0.03,635
7,80,66.7,0,707
2,76.7,69.1,0.01,579
1,78,70.2,0.82,512
3,73.7,60.4,0.31,669
4,71.2,50.4,0,637
5,76.9,58.6,0,635
6,77.8,64.2,0,659
7,82.4,68.3,0.01,756
2,80.2,59.2,0,624
1,78.5,61.9,0,559
3,80.6,62.4,0,673
4,77,58.7,0,622
5,78.9,66.3,0,661
6,73.9,67.8,0.04,675
7,72.6,56.7,0.46,697
2,71.2,56.8,0,498
1,70.8,54.2,0,466
3,72.8,52.1,0,419
4,76.7,59,0,626
5,76,65.7,0,648
6,78.2,68.1,0,717
7,85,69.2,0,715
2,81.1,72.9,0.22,598
1,79.4,62.9,0,538
3,69.5,49.6,0,648
4,70.8,58.1,0,779
5,75.7,60.4,0,779
6,68,49.4,0.56,757
7,66.2,52.8,0,780
2,67.1,56.2,0,646
1,74.3,66.4,0,535
3,72.7,69.2,0.24,680
4,72.9,66.4,0.44,619
5,75.3,58.7,0,621
6,74.2,51.3,0,660
7,74,54.7,0,812
2,65.8,52.5,0.21,612
1,61.3,39.7,0.2,572
3,63.1,44.4,0,623
4,68.1,58.4,0.22,659
5,64.4,57.8,0,637
6,60.6,53,0,624
2,58.4,54.3,0.4,581
1,59.6,55.2,0,486
3,64.6,57.1,0,490
4,64.5,54.7,0,523
5,60,47.8,0,695
6,62.1,52.1,0,764
7,63.4,53.2,0,754
2,63,58.5,0,633
1,58,52.8,0.44,480
3,54.3,34.1,0.34,539
4,53.4,38,0,739
5,57.9,48.8,0,498
6,60.1,54.1,0,757
7,54.4,38.1,0,767
2,54,39.7,0,641
1,59.6,50.2,0,503
3,69.4,58,0,585
4,73.1,60.8,0,590
5,74.8,60.2,0,676
6,66.6,53.7,0,662
2,53.4,47.9,1.32,629
1,52.4,32.8,0.08,534
3,56.1,40.1,0,573
4,48.6,30.5,0,566
5,44.2,24.9,0,706
6,44.2,32.8,0,831
7,47.8,39.3,1.41,798
2,49.2,35.5,0,614
1,65.4,54,0,557
3,50.7,37.2,0.56,655
4,48.9,37.2,0,732
5,59.7,48.9,0,665
6,65.3,54.3,0,689
7,56.2,37.3,0,777
2,52,33.6,0,626
1,54.4,37.1,0,532
3,46.6,27.3,0,699
4,52,30.6,0,620
5,56.4,41,0,541
6,48.5,32.7,0.06,706
7,53.4,31.4,0,665
2,42.9,19.7,0,603
1,49,23.6,0,518
3,53.6,20.8,0,668
4,51.4,40,0.18,741
5,51.6,38.2,1.63,705
6,54.3,38.6,0,707
7,52.5,37.4,0,776
2,55.2,41.8,0,692
1,41.2,31.7,0.56,529
3,38.2,18.4,0.31,684
4,38.4,18.8,0,765
5,38.8,21.8,0,807
6,43.2,31.2,0,428
7,48.6,42.6,0.03,455
2,47.7,38.8,0.02,463
1,43.5,29.9,0,466
3,44.3,28.9,0,647
4,54.2,47.7,0,752
5,55.8,53,2.2,730
6,51.4,42.6,0.8,734
7,44.7,27.4,0.07,690
2,44.3,26.5,0,592
1,42.2,22.7,0,482
3,42.8,31.6,0.17,791
4,42.7,29.8,0.02,711
5,41.3,36.9,0.44,637
6,42.2,30.8,0.09,635
7,36,11.9,0,701
2,31.5,15.4,0,555
1,30.8,16.9,0,522
3,38.8,34.9,0.46,665
4,39.6,24.8,0.07,630
5,39.4,22.8,0,689
6,27.7,2,0,749
7,20.7,2.8,0,792
2,29.9,22.2,0.18,623
1,45.5,41.8,0.57,521
3,28.4,8.7,0.02,722
4,25.8,7.3,0,719
5,34.3,16.3,0,676
6,41.6,22.7,0,700
7,41.8,24.2,0,692
2,42.1,32.2,0.02,554
1,43.9,30.6,0.45,365
3,37.5,26,0,394
4,54.7,45.1,0.02,569
5,39.7,24.4,0,546
6,38.9,29.4,0,542
7,37.3,25.2,0.39,583
2,36.4,19.7,0.01,465
1,44.8,22.9,0,485
3,39.3,28.9,0,449
4,40.1,39.3,0.3,659
5,44.6,37.3,0.49,590
6,31.4,9.3,0,552
7,30.2,16,0.04,600
1,20.1,7.2,0.32,406
3,18.6,3.1,0,669
4,27.7,15.3,0,597
5,45.8,37.8,0.26,629
6,55.6,48.4,0.31,646
7,51.4,35.8,0.05,604
2,31.1,16.4,0,495
1,33,23.8,0.12,490
3,35,20,0,477
4,40,30.4,0,657
5,39.2,37.7,0.41,549
6,42.1,35,0.06,610
7,41.9,33,0,605
2,42.9,41,0.1,475
1,44.5,43.6,0,411
3,41.2,35.4,0.05,667
4,36.2,35.1,1.66,564
5,40.5,30.4,0.68,576
6,49.2,34.4,0,563
7,41.8,24.6,0.02,583
2,36.6,20.9,0,501
1,38.4,18.6,0,428
3,34.6,13.9,0,545
4,29.3,15.8,0,571
5,39.6,26.6,0.06,574
6,39.5,22.2,0,586
7,30.6,11,0,609
2,27.6,5.2,0,541
1,35.2,13.9,0,429
3,41.6,20.4,0,568
4,39.3,34.9,0.06,626
5,45.9,39.9,0.24,673
6,33.3,23.6,0.34,507
7,24.2,6.2,0.82,708
2,37.3,21.5,0,511
1,34.7,28.7,0.04,439
3,35.2,24.7,0.44,642
4,32.6,18.8,0.02,688
5,40.3,29.5,0,603
6,33.6,19.1,0,652
7,32.1,14.1,0,680
2,45.7,21.7,0,570
1,59.9,32.1,0,438
3,50.5,25.4,0,428
4,40.8,18.8,0,483
5,47.2,35.4,0,477
6,53,44.9,0,581
7,62.7,51.6,0,657
2,57.3,53.5,0,573
1,41.5,24.8,0.54,462
3,42.2,19.2,0,540
4,51.1,37.4,0,591
5,58.6,53.5,0,571
6,52,28.1,0.12,653
7,34.5,8.9,0,745
2,25.1,1.8,0,536
1,22.8,-8.1,0,489
3,33.5,5.8,0,618
4,45.6,37.1,0,637
5,54.2,36.7,0.12,609
6,55.5,16.8,0.02,665
7,39.2,23.9,0,612
2,23.2,4,0.31,548
1,23.8,3.3,0,516
3,26,3.9,0,792
4,29.6,24.9,0.61,374
5,23.2,9.4,1.36,650
6,29.7,9.8,0,839
7,36.3,12.6,0,756
2,36.3,22.5,0,504
1,38.7,23.9,0.08,550
3,41.5,13.9,0,750
4,48.5,24.2,0,636
5,39.7,11.2,0,617
6,30.2,0.9,0,703
7,43.3,20.2,0,654
2,54.1,36.9,0,571
1,40.3,34.5,0.15,456
3,42.5,40,0.01,629
4,43.8,42.3,0.37,592
5,48.4,37,0.6,672
6,44.3,23.1,0,639
7,40.4,35.9,0.33,753
2,40.3,35.1,1.19,591
1,49.8,29.8,0,514
3,55.3,30.8,0,646
4,49.1,44.9,1.2,598
5,51.2,43.5,0.01,587
6,44.1,41.4,0.02,713
7,47.7,36.8,0.71,694
2,45.9,22.5,0,627
1,53.2,22.7,0,541
3,62.5,36.3,0,634
4,69.4,47,0,519
5,65.2,51,0,540
6,57.4,32.8,0.02,590
7,56.4,26.5,0,515
2,56.8,36.6,0,495
1,70.1,54.5,0,481
3,69.3,45.6,0,488
4,57.4,32,0,516
5,48.1,38.3,0,580
6,54.6,47.8,0.13,632
7,51.4,48,0.31,690
2,51.8,48.4,0.02,551
1,53.7,37.3,0.11,517
3,54.2,42,0,541
4,51.8,48.3,0.01,723
5,55.1,53.9,1.2,630
6,61.4,57.8,0.04,688
2,75.1,57.1,0.06,661
1,62.6,43.9,0,470
3,57.2,49.7,0,639
4,69.3,54.1,0,743
5,61.4,34.9,0,714
6,55,32.3,0,701
7,53.7,49.5,0.02,776
2,59.7,55.6,3.18,685
1,52.6,43.1,0.18,514
3,50.3,32.6,0.01,638
4,53.3,33.1,0,651
5,56.9,38,0,668
6,53.5,37.1,0,686
7,54.1,42.1,0,817
2,50.5,46.5,0.11,683
1,52.8,44.6,1.5,633
3,59.1,41.6,0.02,729
4,66.2,44.1,0,694
5,76,53.2,0,753
2,63.4,46,0.01,612
1,59.3,39,0,618
3,56.7,51.8,0.13,719
4,62.2,52.9,0.46,659
5,62.3,50.9,0.04,641
6,57.6,54.2,0.08,742
7,62.1,55.6,0.6,776
2,66.2,54.2,0.1,475
1,63.8,55.8,0,474
3,58.2,53.1,0.09,371
4,57.1,53.5,0.04,647
5,63.1,58.6,0.09,669
6,68.4,54.9,0.03,654
7,68,43.2,0,737
2,64.3,41.3,0.02,637
1,63.3,45.2,0.01,468
3,62.5,58.8,0.11,656
4,56.8,54,0.01,660
5,57.8,47.4,0.05,675
6,62,49.5,0,660
7,66,46.8,0,770
2,75.7,53.2,0,665
1,81.3,59.3,0,702
3,84,60.8,0,804
4,86,62.7,0,829
5,77.4,63.3,0.27,754
6,70.1,51.6,0.02,771
7,66.1,59.2,0,657
2,68.7,65.5,0,654
1,75.9,70.8,1.39,593
3,79.3,72.1,0,819
4,75.3,63,1.38,813
5,77.5,58.3,0.03,744
6,75.8,59.2,0,845
7,79.7,70.5,0,793
2,77.8,65.9,1.16,753
1,76.1,58,0.17,590
3,72.4,51,0,669
4,70,54.5,0.18,757
5,69.7,49.1,0,730
6,74.6,58,0,767
7,79.3,64.8,0,747
2,79,70.2,0,595
1,77.8,66.8,0.23,537
3,80.4,62.7,0,617
4,76.7,60.1,0.45,424
5,76.7,57.7,0,706
6,72.9,59.1,0,611
7,72.9,66.5,0.02,674
2,75.7,67.2,1.76,585
1,75.2,54.9,0,512
3,76.3,57.6,0,667
4,78.8,67.9,0,638
5,82.3,69.4,0,677
6,83,70.7,0,759
7,69.7,66.3,0.01,707
2,73.8,65.9,0.34,649
1,76.8,62,0,515
3,78.2,66.8,0,639
4,79.6,69.5,0,706
5,83.2,68.3,0,747
6,85.7,67.8,0,774
7,82.5,66.8,0.01,733
2,83.8,65,0,648
1,74.6,69.9,0.62,554
3,69.3,64.4,0.36,620
4,65.8,59,0.39,595
5,69.7,56.9,0,635
6,70.8,62.7,0,610
7,76.8,68.1,0,685
2,72.9,56.2,0,512
1,72.4,51.4,0,606
3,76.1,56.5,0,656
4,80.2,61.7,0,705
5,77.6,67.4,0,618
6,75.2,66.4,0.09,713
7,76.8,67.2,0.15,758
2,74.6,67.6,0.3,573
1,70.2,52.8,0,519
3,68,59.9,0,606
4,69.4,62.7,0.76,631
5,74,57.5,0,655
6,75.3,60.2,0,650
7,74.3,58.5,0,655
2,71,65.2,0.11,526
1,76.1,64.9,0,563
3,75.4,61.8,0,602
4,72.1,68.4,0.28,577
5,76,66.3,0.17,600
6,75.7,59.6,0,639
7,76.4,72.7,0.03,612
2,77.9,68.2,0.85,638
1,76.6,60.7,0,538
3,77.9,62.7,0,627
4,80.6,71.3,0,684
5,76.4,62.6,0.3,629
6,72.9,52,0,631
7,70.5,53.5,0,633
2,70,48.9,0,570
1,69.2,48.7,0,498
3,69,53.4,0,584
4,65.7,57.5,0,614
5,67.1,55.4,0.3,671
6,72.1,57.6,0.01,618
7,64.3,41.7,0,681
2,61.9,45.4,0,562
1,62.1,59.3,1.12,518
3,69.3,57,0.15,532
4,75.6,64.4,0,707
5,67.8,62.1,0.01,608
6,64.4,57.2,0.42,790
7,64.9,49.6,0.01,740
2,62,48.3,0,608
1,63.7,49.1,0,533
3,65.4,48.3,0,735
4,69,53.5,0,680
5,71.4,59.5,0,738
6,74,67.3,0.06,728
7,74.2,63.3,0.02,827
2,74.6,67.6,0,623
1,73.2,66.6,0,586
3,70.7,65.3,0,672
4,72.3,65.4,0,661
5,74.2,64,0.22,583
6,75.4,63.1,0,535
7,74.3,54,0,614
2,76.7,52.8,0,631
1,78.5,60.2,0,587
3,78.6,64.4,0,726
4,73.8,65.3,0,656
5,76,68.1,0,696
6,73.9,59.2,0,740
7,61.5,43.6,0,757
2,60.2,47.8,0,550
1,58.3,44.3,0,571
3,61.4,41.7,0,739
4,62.5,49.2,0,687
5,64,52,0,711
6,71.7,58.2,0,657
7,73.3,61.9,0,649
2,72.5,64.8,0,570
1,73.9,69.7,0,521
3,73.9,71.5,0.27,546
4,73.8,63.7,0.21,768
5,69.7,58.7,0,628
6,60.7,52.3,0.12,603
7,58.3,48.5,0.01,658
2,65.5,60.6,0.08,567
1,68.7,62.4,0,496
3,61,48.7,0.01,641
4,49.8,32.2,0,736
5,58.5,40.8,0,737
6,63.2,44.6,0,766
7,64.8,39.1,0,823
2,65.5,37.6,0,583
1,66,46.9,0,528
3,66.7,59.7,0,669
4,69.7,65.5,0.05,685
5,63.2,53.4,0.15,648
6,56.2,40,0,658
7,53.8,36.4,0,759
2,60.7,47.4,0,615
1,63.1,61.2,0.09,613
3,55.6,46.7,3.16,832
4,52,33.2,0.03,696
5,50,33.6,0,607
6,63.4,56.2,0,746
7,66.8,57.5,0,776
2,51.5,35.5,0,613
1,55,49.9,0.01,519
3,62.1,58.1,0.01,682
4,46,35.4,0.01,710
5,42.8,36.2,0.7,662
6,46.6,37.2,0,702
7,41.3,25,0.01,724
2,29.2,9.1,0,623
1,37.8,19.3,0,539
3,43.8,33.2,0,699
4,41.3,32.1,0.07,647
5,42.7,32,0,713
6,51.4,41.6,0.17,811
7,43.6,25,0.03,814
2,42.6,26.4,0,629
1,52.1,40.7,0.31,573
3,41.5,24.8,0.02,748
4,48,28.3,0,790
5,51,40.5,0.07,774
6,36.6,19.2,0.14,469
7,41.2,21.7,0,502
2,48.7,30.4,0,456
1,47.1,29,0,485
3,43.5,24.3,0,635
4,43.3,28.3,0,649
5,53.6,36.6,0,701
6,43.7,28.8,0,663
7,48.8,37.1,0.03,772
2,43.5,29,0,575
1,45.4,36.2,0,448
3,45.1,38.7,0,684
4,54.2,46.2,0,704
5,49.3,34.5,0.75,651
6,40.8,19.1,0,693
7,37.1,18.6,0,682
2,33.6,21.9,0,538
1,33,24.5,0.46,513
3,36.6,21.9,0,725
4,43.7,31.9,0,687
5,26.9,8.1,0,709
2,28.9,19,0.11,661
1,34.7,22.3,0,547
3,38.7,30.3,0.02,706
4,49.5,35.7,0,657
5,46,24.3,0,700
6,35.6,16.6,0,742
7,40,24.1,0,720
2,41.3,39.2,0.05,565
1,40,30.1,0.44,469
3,35.7,25.5,0.24,333
4,26.4,3.1,0.23,543
5,21.8,1.4,0,577
6,16.2,-3.4,0,609
7,15.4,-0.8,0,598
2,19.7,7.5,0,565
1,20.9,12.3,0.05,462
3,11.7,-4.6,0,453
4,17.9,2.8,0,654
5,21.6,2.1,0,645
6,25.7,14.6,0.07,464
7,14.9,-2.5,0.69,700
2,10.2,-9.4,0,599
1,9.7,-6.6,0,475
3,22.5,7.7,0,720
4,35.6,22.3,0.01,684
5,35.1,21,0,687
6,44.7,36.7,0,696
7,54.5,52.8,0,704
2,43.6,36.8,0.59,603
1,19.2,0.6,0.05,494
3,21.4,7.9,0,523
4,29.1,22.2,0,617
5,33.6,29.9,0,611
6,24.7,9.2,0.03,634
7,30.4,13.7,0,599
2,43.3,21.8,0,530
1,46,28.3,0,418
3,45.1,37,0.01,559
4,46.7,43.4,0.02,531
5,41.3,24.4,0.28,615
6,28.2,6.7,0,602
7,30.7,4.8,0,677
2,42.6,28.2,0,510
1,51.2,42.8,0.14,412
3,43.3,28.8,0.07,531
4,33.1,25.6,0.09,579
5,24.9,6.8,0.02,596
6,37.5,21.2,0,594
7,31.9,18.1,0.23,617
2,21.8,2.6,0.18,478
1,35.2,20.6,0,541
3,36.6,26,0.96,706
4,31,13.5,0,545
5,32.9,25,0,653
6,31,18.2,0.85,616
7,29.9,14.7,0,583
2,43,37.6,0,549
1,48.3,47.3,0.88,479
3,48.4,36.6,0.91,543
4,32.1,12.5,0,613
5,41.1,29.8,0.01,671
6,51,44.3,0.11,645
7,55.3,49.2,0.17,582
2,34.5,18.7,0.04,604
1,37.2,27.4,0.53,472
3,42.5,31.4,0.01,435
4,54.4,50.1,0.04,535
5,65.9,56.8,0,601
6,48.7,39,0.06,550
7,37.6,34.1,0.17,548
2,46.1,40.5,0.06,540
1,42.4,39.8,0.58,448
3,45.7,34.8,0.23,557
4,46.5,21,0,631
5,49.7,28.3,0,654
6,55.6,37.8,0,619
2,40.3,28,0.94,609
1,40.8,25.4,0,457
3,37,21.5,0,616
4,38.6,24.1,0,676
5,35.6,31.7,0.11,517
6,35.7,28,1.3,633
7,35.3,21.7,0,751
2,35.7,19.9,0,567
1,37.7,18.8,0,465
3,37.8,24.4,0,679
4,35.8,29.6,0.29,578
5,34.8,19.7,0.07,652
6,36.8,20.5,0.01,689
7,35.9,20.3,0,753
2,35.6,11.7,0,562
1,36.2,5.8,0,526
3,39.4,10.8,0,686
4,35,8.8,0,597
5,34.6,24.9,0.01,477
6,37.7,26.9,1.04,760
7,41.6,20.8,0.06,732
2,42,18.7,0,550
1,39.5,21.7,0,491
3,40.6,20.3,0,710
4,39.8,21.8,0,627
5,43.9,33.7,0.04,629
6,50.8,44.8,0.03,613
7,52.5,46.3,0.03,580
2,46.6,21.5,0.03,589
1,51.1,27.8,0,399
3,39.4,25.8,0.46,562
4,40.6,34.1,0.13,551
5,46.7,39,0.26,554
6,40.2,13.9,0.04,531
7,44.8,25,0,515
2,45.7,23.7,0.11,487
1,38.6,13.9,0,468
3,38,15.2,0,625
4,42.9,28.2,0.01,668
5,44.2,20.3,0,612
6,51.5,33.2,0,610
7,67.3,41.9,0,755
2,67.9,48.3,0,624
1,42.8,33.6,0,510
3,45.5,42,1.68,741
4,44.6,30.7,1.61,600
5,43.9,26,0,662
6,45,33.7,0.07,706
7,42,22.8,0.08,707
2,48.3,22.2,0,584
1,54.5,17.7,0,568
3,54.7,27.8,0,675
4,55.6,38.4,0,671
5,56.3,53.3,0.54,626
6,59.7,47.6,0.56,729
7,55.7,44.6,0.1,690
2,56.4,48.6,0.05,604
1,52.7,41.6,0.18,505
3,48,31.6,0.08,656
4,61.1,31,0,713
5,77,34.6,0,792
6,80.9,48.8,0,790
7,76.3,63.2,0.02,723
2,70.6,42.8,0,602
1,63.8,47.2,0,495
3,62.5,49.3,0,695
4,61.7,48.3,0,736
5,63,46.8,0,711
6,59.4,51.9,0,663
7,64.2,44.9,0.25,805
2,58,45.8,0.06,602
1,52.9,49.8,0.16,529
3,58,53.2,0.13,689
4,69.5,61.8,0.03,778
